duration,wps,f0_mean,f0_std,f0_5_percentile,f0_95_percentile,tempo,formant1,formant2,formant3,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,delta_mfcc_0_mean,delta_mfcc_1_mean,delta_mfcc_2_mean,delta_mfcc_3_mean,delta_mfcc_4_mean,delta_mfcc_5_mean,delta_mfcc_6_mean,delta_mfcc_7_mean,delta_mfcc_8_mean,delta_mfcc_9_mean,delta_mfcc_10_mean,delta_mfcc_11_mean,delta_mfcc_12_mean,delta_mfcc_0_std,delta_mfcc_1_std,delta_mfcc_2_std,delta_mfcc_3_std,delta_mfcc_4_std,delta_mfcc_5_std,delta_mfcc_6_std,delta_mfcc_7_std,delta_mfcc_8_std,delta_mfcc_9_std,delta_mfcc_10_std,delta_mfcc_11_std,delta_mfcc_12_std,delta2_mfcc_0_mean,delta2_mfcc_1_mean,delta2_mfcc_2_mean,delta2_mfcc_3_mean,delta2_mfcc_4_mean,delta2_mfcc_5_mean,delta2_mfcc_6_mean,delta2_mfcc_7_mean,delta2_mfcc_8_mean,delta2_mfcc_9_mean,delta2_mfcc_10_mean,delta2_mfcc_11_mean,delta2_mfcc_12_mean,delta2_mfcc_0_std,delta2_mfcc_1_std,delta2_mfcc_2_std,delta2_mfcc_3_std,delta2_mfcc_4_std,delta2_mfcc_5_std,delta2_mfcc_6_std,delta2_mfcc_7_std,delta2_mfcc_8_std,delta2_mfcc_9_std,delta2_mfcc_10_std,delta2_mfcc_11_std,delta2_mfcc_12_std,mfcc_0_kurtosis,mfcc_1_kurtosis,mfcc_2_kurtosis,mfcc_3_kurtosis,mfcc_4_kurtosis,mfcc_5_kurtosis,mfcc_6_kurtosis,mfcc_7_kurtosis,mfcc_8_kurtosis,mfcc_9_kurtosis,mfcc_10_kurtosis,mfcc_11_kurtosis,mfcc_12_kurtosis,mfcc_0_skewness,mfcc_1_skewness,mfcc_2_skewness,mfcc_3_skewness,mfcc_4_skewness,mfcc_5_skewness,mfcc_6_skewness,mfcc_7_skewness,mfcc_8_skewness,mfcc_9_skewness,mfcc_10_skewness,mfcc_11_skewness,mfcc_12_skewness,cpp_mean,ste_mean,ste_std,ste_max,ste_min,ste_variance,gender,age
3.6,1.6666666666666665,54.028368747964535,8.724254230445695,43.40210310362529,70.20235700332958,5.555555555555555,431.1323726833624,1428.551162735382,1566.6886845987099,-508.00415,126.31127,-8.758612,31.548903,27.355474,11.722535,0.39719847,8.39992,1.195166,-1.3930598,5.730712,1.314506,4.065606,133.82838,76.70636,45.331802,30.458477,23.337744,23.065556,20.298483,12.724,13.491689,15.611138,9.922107,8.922536,9.256498,0.12539764,0.12016319,0.065736495,0.090253085,0.08068081,0.034657344,0.043600816,0.06113411,0.027886527,-0.004427859,-0.0040856972,0.0055455146,0.016047208,10.883252,7.8149724,6.592892,4.450872,4.221128,3.5397148,3.389483,2.5381982,2.0002134,2.5302153,1.6486619,1.2966704,1.7765013,-0.13694045,-0.09069005,0.033081096,0.012709426,-0.026760595,-0.014892392,-0.005417213,0.00018324796,-0.0043042456,-0.025633344,-0.024286304,-0.0127164,-0.019155448,4.955087,3.0556548,2.4194224,1.9756187,1.9038361,1.399097,1.4591297,1.2760401,1.0647417,1.3590347,1.0266192,0.8324494,0.8919076,-1.5251106,-1.4754714,2.5310097,0.036268473,1.2334633,1.6323147,-0.2830925,0.055247307,0.041848183,0.9652376,1.3389068,-0.08839369,1.0654559,0.1241371,0.32437456,-1.3942624,0.69885445,0.24211931,-0.8004315,-0.63858116,-0.34372705,-0.45202938,-0.95046425,-0.36419883,-0.2642508,-0.34563243,0.06229779285959105,1.0366022084018092,0.8176379372133533,3.8985466505212685,0.0640425768760405,0.6685317963705074,male,fifties
3.672,2.4509803921568625,75.37577579162604,28.38947891688742,36.38656798413932,138.9133861917726,6.2636165577342044,344.2823183794113,1530.964096907801,2945.1469010883666,-261.1572,155.54874,7.7129416,44.41341,10.532718,14.007061,4.015631,0.8267146,-6.371468,-10.010858,2.3372695,-2.008495,1.4667131,67.76279,44.17683,33.23423,42.214054,26.08822,18.642368,17.92677,13.938354,12.440596,10.900605,13.275301,9.112263,12.371467,0.29759368,0.21373424,0.045970783,0.0042030336,0.0029593757,0.054732956,0.0040359884,0.021022351,0.030070847,0.018933855,0.018418748,0.023027182,0.020135678,10.897157,8.496065,6.1084094,8.000238,5.213527,3.457319,3.5652702,2.56928,2.4439266,1.9912219,2.4681606,1.4604712,2.296803,-0.27810532,-0.2991416,-0.10445214,-0.024962893,-0.04014217,-0.029451793,-0.02438122,-0.015448725,-0.009332811,0.0006759008,0.014029285,0.014096791,0.0064575667,5.7408614,3.5803795,3.1783082,3.2082045,2.3274622,1.6699815,1.6172652,1.3634591,1.3754514,1.1065297,1.26173,0.88550586,1.0639658,-0.051892042,0.72152185,-0.872139,0.32894993,0.80438495,1.926724,-0.030647516,-0.40947485,0.37784314,0.30686474,0.5186832,-0.09854746,-0.24484587,-0.22806439,-0.888386,-0.32263863,0.7905655,-0.95324033,-1.1944174,-0.47931162,-0.17698689,-0.78405654,-0.52953744,0.36611962,-0.06663382,0.53291804,0.1035299767302144,8.542028077060893,14.701629304317041,90.24324659390527,0.2571195419232788,216.1379042015536,male,twenties
5.496,2.0014556040756912,97.90743925119752,28.907396152911428,48.171597348346914,136.17117393283954,5.458515283842794,523.6392624033127,1402.5461938366593,2212.813703110134,-422.3418,93.13589,0.82729226,15.567346,6.1731305,20.900192,-8.113639,-4.75186,-12.949367,-2.9143593,-0.22088967,-8.207794,1.1693163,123.858665,74.06406,30.92271,37.979107,25.05107,16.048094,20.65807,16.515423,18.165245,12.875163,11.725279,11.842101,8.819247,-0.043971777,-0.05336781,-0.036853068,-0.026904326,-0.022058144,-0.012994428,-0.0015119101,0.0020759862,-0.0033305339,-0.0064188307,0.00074282725,0.0116032865,0.014318774,16.92714,11.012131,5.959073,5.2870975,4.2680173,2.7976904,3.168557,2.611583,2.7003796,1.9553399,1.8384452,1.5841082,1.597258,-0.0562064,-0.06537619,-0.03984269,-0.029095603,-0.033622578,-0.03358243,-0.020587292,-0.006239616,-0.0011400493,-0.0011408179,0.0020728665,0.007881812,0.010478639,7.994993,4.6000834,3.3016477,2.4912663,1.9815317,1.5060434,1.6001738,1.4608521,1.3532194,1.1248817,1.0238975,0.8834194,0.9713856,-1.5556012,-1.0936682,1.0855732,0.744334,0.9000931,-0.33320498,0.5614021,0.08006382,-0.23572302,1.1540098,1.3994141,-0.5859163,0.43099284,0.036427636,0.40134725,-1.0503029,0.7601083,-0.21124503,0.30384207,-0.8507017,-0.6265343,-0.5624682,-0.680224,-0.792328,-0.41257855,-0.36512762,0.08925937181334462,4.725672326686778,5.600577771919105,39.13441329859251,0.06405473565717695,31.366471379314365,female,twenties
2.856,2.100840336134454,59.94884330520232,7.913021769650267,52.21381665227856,77.33504615518314,4.201680672268908,771.7193812969169,2110.0330190333802,3456.46942270275,-490.15054,109.21132,-21.959105,-0.10317618,13.848241,-3.2958105,-10.111816,-0.010239601,-9.033946,-7.1423855,-0.48749024,-5.1869345,2.3267996,137.82506,94.44104,36.56218,25.6841,21.830894,19.598944,14.977365,12.546216,12.701656,12.048806,12.028063,12.857661,8.767093,-0.1508181,-0.014636823,0.1466038,0.027009537,0.0031097683,0.04597453,-0.019220402,-0.011048246,0.06329511,0.017531112,-0.026068423,0.016217908,0.0074454956,16.592398,12.520583,6.2865586,3.7995522,3.249349,3.5364919,2.5120852,1.9782698,1.9469798,1.7046418,2.2549586,2.2761104,1.8000107,-0.25721285,-0.053101454,0.18399085,-0.009673089,-0.0363788,0.04361144,-0.0487073,-0.051754374,0.060627576,0.005923668,-0.0590487,0.0031255118,-0.0030858829,7.509852,4.8310714,3.9416792,1.4476433,1.5460057,1.7458053,1.352219,1.0956458,1.2447757,1.0186582,1.4987459,1.1047825,0.98059934,-1.5678898,-1.4482102,-0.028839111,0.15036035,-0.033061266,-0.14738655,-0.86008644,0.30809426,0.3925848,-0.13317776,-0.0007183552,-0.10047364,0.0023927689,0.1507596,0.33488363,-0.5554347,0.47309285,0.31007758,-0.5671291,-0.23177567,0.20352069,-0.3938351,-0.73023415,0.0168405,-0.23908588,0.26795554,0.09451261592876878,1.6484616823929772,1.876333123822728,9.981174053156877,0.055755906531005386,3.5206259915543567,male,twenties
4.632,2.806563039723662,56.61263746170541,11.492042739628957,46.102795828256845,85.3129619008554,6.044905008635579,475.96554014953165,1898.5476809488487,3300.285527629719,-346.80142,94.053085,21.480694,33.93712,2.7795095,43.82156,-5.070008,2.1191175,3.2151895,-13.257102,1.3825929,-3.6006095,1.448793,132.54024,67.48229,24.019577,27.38523,28.171665,25.66566,21.581547,13.299331,13.516886,17.578121,11.198607,12.521689,11.196137,0.032082252,0.041379858,0.031666722,0.021329805,0.014757117,0.01322659,0.015260444,0.018669572,0.022037853,0.024623336,0.025586588,0.023934366,0.019345496,14.376719,9.67732,4.9494877,4.846014,4.188602,2.7208636,3.4360828,2.3077922,2.2609806,2.3266203,1.8223786,1.8024771,1.8911237,-0.015716566,-0.022951994,-0.024836998,-0.027011173,-0.028180713,-0.027137348,-0.023462493,-0.017897343,-0.011978664,-0.0071508735,-0.0040581045,-0.0025442408,-0.002193454,7.8715477,4.440209,2.9538095,2.4180696,2.4752686,1.546644,1.8791504,1.2705537,1.287444,1.2382648,1.0078119,1.059405,1.0910394,-1.5321746,-1.1719978,0.7399266,1.3945594,-0.17035627,-0.97575307,-0.5844636,-0.54299855,0.30407333,-0.98654723,0.12991714,0.34007215,0.03652668,-0.09203491,0.40569788,-0.26702031,0.8617349,-0.5481826,0.3982475,-0.57482576,-0.5207362,-0.18694071,-0.19523855,-0.47112763,-0.19148819,-0.26850894,0.09905518678765007,8.584314032353701,12.281592498751143,75.9299082476833,0.07594117401502479,150.83751430538035,male,twenties
3.624,2.4834437086092715,637.0806053303633,1194.6119111852638,38.7342711417362,3206.4905603762263,4.966887417218543,416.485420354987,1278.293766009896,1529.9167160356606,-456.1341,89.0384,24.601852,21.406021,5.748936,1.3702741,8.087757,-10.919686,-15.027236,-7.5174856,-7.815325,0.9605685,-1.0042305,108.68399,95.381836,43.573112,39.93339,25.2589,24.543238,22.051304,18.033346,21.382671,19.229717,14.425206,12.896609,12.090024,0.0,0.0,2.2439396e-08,-1.1219698e-08,-5.609849e-09,-2.8049245e-09,0.0,0.0,0.0,-1.1219698e-08,2.8049245e-09,0.0,2.8049245e-09,12.33086,11.43121,6.1477966,5.8997483,4.350862,3.4522047,3.6848974,2.7569764,2.981957,2.5975046,2.313055,2.087051,2.037063,-1.4024622e-08,3.646402e-08,0.0,-5.609849e-09,-1.7530779e-08,2.8049245e-09,0.0,-2.8049245e-09,2.8049245e-09,-7.0123113e-10,2.8049245e-09,4.207387e-09,2.8049245e-09,5.7522,5.39379,3.1209323,2.606624,1.9107997,1.6752815,1.9302974,1.4280362,1.3736544,1.2715023,1.3040127,1.0657057,1.1216654,-1.2648165,-1.473909,-0.143502,2.8278027,2.5372257,1.1725044,2.6397862,-0.20800447,-0.44401884,0.5644648,-0.23298144,0.6454861,4.4252934,0.4456641,0.40069592,0.42169553,1.6661866,1.3644823,0.12262413,1.1877933,-0.7817669,-0.8617187,-1.0969373,-0.65535253,-0.1332941,-1.4363935,0.04529231276684986,8.446120636763665,10.078946037324961,45.30015487386284,0.06749846153647679,101.58515322330854,male,twenties
3.648,1.644736842105263,59.843724792821014,17.93458932363984,32.70319566257483,95.34851357491381,5.208333333333333,728.0263865138916,1916.6484315485714,2377.1329482565748,-351.3305,112.68385,5.7449994,18.417068,8.267885,23.200304,-1.7528548,1.570935,2.0228004,-2.8295014,-1.8046249,4.0562744,8.159792,137.56918,82.476974,39.992306,29.23622,27.59503,15.741646,15.928108,12.740286,10.082022,9.869311,11.157189,9.789581,9.581902,-0.12446674,0.0146214785,0.18451147,0.07968893,0.002115119,0.009986008,0.016244726,0.015335836,0.00450449,0.0051295,0.0013190567,-0.0051730047,0.0011476108,14.531579,9.927308,6.317973,4.514119,3.9670722,2.6319127,2.4712403,2.2965212,1.5517334,1.738677,1.833219,1.3888135,1.4962327,-0.21912132,-0.14727235,0.021779342,-0.027953545,-0.07358343,-0.04693718,-0.015537718,-0.002487893,-0.009167528,-0.010569579,-0.02036936,-0.029629452,-0.016521962,7.13947,3.6751478,2.9756794,1.9923311,1.8699435,1.3899086,1.4306982,1.1574706,0.8919996,0.8336884,0.99159604,0.81585157,0.79775965,-1.6721429,-1.1862047,0.15867233,0.94311595,1.0215945,1.2304668,-0.15682268,0.49401855,-0.038150787,0.3970449,1.1695228,0.0355618,0.22165036,0.049406495,0.45494154,-0.8365975,-0.33567274,-0.8325658,1.2225683,-0.7874545,-0.31245375,0.11471964,-0.8256061,-0.95553344,0.011863236,-0.26697624,0.09952947826290405,17.100417194500825,18.10896833161402,76.89304687995383,0.06655931160997847,327.93473403539946,male,fifties
4.344,2.071823204419889,82.20691208022193,9.980945966060233,67.59594337830609,102.04250286354403,3.9134438305709023,297.4788794000695,2088.3197556426,2546.981174303535,-414.44522,143.15717,29.202522,16.599674,11.727905,22.289186,2.3629537,-8.1669655,0.74905413,-3.6709325,-3.6173117,0.15640523,-0.19354562,86.24954,55.42077,25.465092,26.392578,22.94112,18.457975,14.473985,17.199389,9.033495,9.360925,10.45498,8.766371,7.661361,-0.020090852,0.003025055,0.01162429,-0.03172332,-0.041188326,-0.020193063,-0.01310453,-0.02178577,-0.024147226,-0.022128223,-0.02840343,-0.03190074,-0.027279714,8.142248,5.88978,4.2033377,3.9142938,2.7814298,2.0046642,2.0914216,2.1871367,1.5765924,1.6327571,1.5542964,1.5983834,1.1671245,-0.1846697,-0.18424197,-0.0553601,0.0035139136,-0.002357539,-0.020865384,-0.017896235,-0.0017975768,0.007060016,0.0053665205,0.0005260408,-0.00173597,-0.00633597,4.278346,2.737076,2.0008023,1.8248438,1.201787,1.0671498,1.0074959,1.2130492,0.91024876,0.92982334,0.9585813,0.94279104,0.6715944,-1.4294045,-1.1785356,0.7663734,0.7532897,0.21300626,-0.35869765,0.34753203,0.58388567,0.5359974,-0.011467934,0.8753803,0.80960107,0.00052785873,0.11850448,0.18577377,-0.5738321,1.1016138,0.2843951,0.60195476,-0.8158647,-1.1238536,-0.08825398,-0.5878383,-0.8361291,0.209139,-0.16569917,0.09119413333831874,6.680407995097654,5.727900301950591,24.379892273773116,0.07390579345566148,32.80884186908567,male,twenties
7.416,1.8878101402373246,59.3471454324377,7.751214616278144,48.15764862732369,74.26924703925044,6.6073354908306365,384.16327580993874,2290.5156605449106,2475.8943514883636,-357.74475,141.95598,-6.284226,8.9230385,24.571207,-12.810454,-8.823538,7.6225166,-7.5310354,-14.395178,-5.8700037,-6.7059774,-8.143782,69.60466,54.57755,32.478073,26.670502,22.938631,21.860838,22.453712,11.5721035,14.272923,12.2283945,9.992247,10.786898,9.023176,0.091247626,0.07458945,-0.00087138976,-0.010425425,-0.0038883714,-0.011977163,-0.0026424013,0.011151922,0.0054206024,-0.0010011059,-0.0018776176,-0.008733108,-0.015805071,8.352036,6.589602,5.629851,3.711652,3.1337438,3.116336,3.455026,2.044894,2.2987022,2.2196138,1.7083833,1.8452675,1.6423813,-0.108914495,-0.0911217,0.00014552577,0.012887484,-0.003643962,0.0031699594,0.0028094724,-0.006908214,0.0021379741,0.0128416745,0.006054752,-0.0007649345,1.2152496e-05,3.458675,2.4993057,2.2967775,1.6575023,1.5571853,1.4400848,1.4278307,1.0656445,1.1607666,1.1183897,0.93174976,0.9167811,0.9151046,-0.6740222,-1.0926054,2.3527813,0.17544913,-0.3012929,0.6113255,0.5864706,0.8269594,1.5638738,1.015059,0.8781929,2.7991643,1.9252295,0.40353492,0.39621508,-1.1509262,0.12265768,0.8706273,-0.9106461,-0.754751,0.29155964,0.62553215,-0.547013,-0.23714226,0.5573429,0.36994895,0.06508887217331744,6.914636651105544,9.24138272706341,51.98517014360449,0.06599685574846598,85.40315470806594,male,twenties
2.832,2.824858757062147,51.95188672697474,9.065894283924793,36.70809598967595,64.65513484559848,4.237288135593221,478.7508981986425,1045.1600363303146,2506.349803816136,-407.75653,111.14146,-7.5209513,8.170472,25.254747,3.6249225,-4.6155977,-9.3375025,-10.29508,-9.120218,-13.168703,-5.7954407,-1.8718197,136.63141,104.06427,32.846363,30.398928,29.235714,23.238312,19.199121,16.379734,16.11307,15.059283,16.718063,13.742239,10.968498,-0.049096588,0.010498105,0.03475871,-0.03268141,0.029596472,0.06405368,-0.00864072,0.0014257574,0.024755087,-0.023785394,-0.029929075,-0.001506748,-0.0038440675,10.985742,9.030487,4.789999,4.3880234,3.7961862,3.2164254,3.1916974,2.6458313,2.5224202,2.417821,2.2395754,2.218034,1.9007668,0.0014787724,0.004032921,0.0018850986,-3.0192217e-05,0.0035247623,-0.004880629,-0.011188054,-0.0015419883,-0.007428786,-0.012641502,0.0076229814,0.004263089,-0.009363597,4.6797657,3.4583225,2.1678352,1.5862752,1.5921168,1.5342319,1.3465201,1.1343647,1.3397804,1.2324684,1.0874252,1.0709145,1.0840019,-1.7759367,-1.744564,1.4208736,0.72488976,0.29799628,0.45266938,-0.12295604,0.8632455,0.69369197,1.38449,-0.6160166,0.7528088,0.9868479,-0.011081182,0.109926894,-0.44354865,0.60656494,0.9577483,0.09562716,-0.39505684,-1.0905106,-1.2388171,-1.1189789,-0.3462014,-0.5288401,-0.28518724,0.06790845974722316,16.768061024048407,12.226267078880335,55.087650912264856,0.07942428939103252,149.48160668411307,male,twenties
4.08,2.2058823529411766,50.821746659911746,14.633430331819099,32.70319566257483,72.15494574405967,5.637254901960784,1695.2659888206829,2001.4422299880844,2961.01674141248,-393.88928,146.83212,-8.087793,33.57489,26.297548,19.414413,12.144118,8.229839,2.8993516,-1.7002364,4.876255,4.0773683,7.4038196,113.490135,63.215054,51.507946,38.10934,20.23867,17.372635,15.474592,11.323421,11.338956,12.680226,9.508414,9.203751,7.745998,0.20360476,0.20074408,0.11764859,0.0760541,0.027694134,0.021873923,0.010111841,0.0098216375,0.015112869,0.0066327527,-0.015382618,-0.014107165,0.0061460165,14.749475,11.260465,7.0965824,6.28848,2.900147,2.7236044,2.5320916,2.049341,1.951026,2.0265095,1.8634214,1.5987028,1.4438581,-0.1465629,-0.09648212,-0.0152347,-0.031335507,-0.026053648,-0.025867103,-0.007659078,-0.0074575683,-0.0055884905,-0.011552505,-0.02693127,-0.020311838,-0.0015571454,6.938271,5.0096345,3.5210829,3.144425,1.5373127,1.2345661,1.1293067,1.0424592,1.0778189,0.9842087,1.099849,0.91290206,0.8271742,-1.5813432,-0.6408148,0.41607094,0.5509217,0.9691,0.8948703,1.1378589,0.47107816,0.22951412,-0.4224434,1.3132963,0.64012814,0.43999624,-0.11339625,0.5751731,-0.8728445,0.7104577,-0.06535985,-0.3182079,-0.5894972,-0.4804879,-0.10527347,-0.5629167,-0.70505667,-0.26608974,0.21886279,0.07670348648683831,3.102604239921837,3.5788640386133923,17.26026644268026,0.05364064389961745,12.80826780688016,male,twenties
4.488,1.5597147950089125,46.04395505078431,10.515938349301,32.70319566257483,65.48217039923117,5.793226381461675,284.8315580323942,2273.9064601844257,3131.208786426712,-329.6239,104.999886,-4.0480723,41.903175,5.4908977,46.801304,-2.7177358,8.254752,-8.659874,-8.588303,6.3502564,-12.57198,1.0766433,143.69653,67.054,44.969925,37.081684,33.346115,26.419197,17.270763,12.661803,15.642099,13.189762,10.418775,13.496551,8.860316,-0.10956782,0.093645,0.114007495,-0.02273092,-0.0109222755,-0.02626884,0.049742248,0.002733464,0.012937718,0.0078032534,0.02389866,0.05037555,0.0010367126,13.922009,9.194247,7.1998615,5.056207,5.0385733,3.2286434,2.7489905,2.1074169,2.2262013,1.9434661,1.6674043,1.6833491,1.455699,-0.35717788,-0.08476017,0.07602028,-0.07287668,-0.024695145,-0.05238336,0.02140584,-0.018778872,0.009944231,0.027759897,-0.00022648633,0.025674285,-0.0050681946,7.480201,3.5766444,3.412656,2.4810808,2.1866415,1.9173391,1.5740308,1.1623229,1.2138838,1.3311409,0.8895115,1.0129794,0.7699196,-1.3031098,-1.1450995,-0.040929794,-0.31239748,-0.31242466,-1.1382775,-0.9979365,0.21073437,-0.7260721,-0.41629958,0.55195546,-0.939955,0.87680554,-0.39868474,0.140117,-0.8029805,0.57471496,-0.19654462,-0.19629283,-0.29633957,0.04880456,-0.28788054,-0.33144182,0.33957273,-0.2309721,-0.4928125,0.10384291352829057,9.825982089861084,8.76093722112963,38.66985130401437,0.0695504757685941,76.75402099257457,male,twenties
5.352,1.8684603886397608,101.02311189128876,12.304998398550673,85.3129619008554,125.2672722609907,3.9237668161434973,868.8251423731552,2228.2757464717124,3679.1355799742523,-433.37418,126.131805,6.0555286,10.6501045,7.431657,-8.820708,-2.1241763,-3.533102,-6.404426,-4.2723975,-0.31915045,0.4451597,-1.9387033,77.37928,47.04787,37.569813,27.715645,21.241539,17.637629,20.654844,16.138021,13.526554,13.913846,8.614657,8.131848,8.811888,0.046601225,0.075988926,0.053240247,0.0065421904,0.0043909806,0.012844944,0.009666474,0.0031522128,-0.009978809,-0.011211881,-0.009091799,-0.007707295,0.0004118866,8.175089,5.9478855,5.0314746,4.0043445,3.6342509,2.608255,3.3883736,2.26733,1.6982232,2.0605729,1.5274253,1.406878,1.4566506,-0.1494228,-0.0969034,0.0073120603,-0.017288612,-0.00076162483,0.006587101,-0.015752017,-0.00093034445,-0.003381694,-0.011034695,0.00029879878,-0.0033250623,-0.003451031,3.5256596,2.4024215,2.416375,1.6556982,1.6465826,1.2242205,1.4959695,1.1380092,0.87478775,1.058907,0.87512827,0.88828915,0.7995229,-0.9080255,-0.78150845,-0.6302073,2.7597914,0.51553655,0.64465666,0.41203856,-0.06867194,-0.34260416,0.21235967,0.7379117,0.5865786,0.26446223,0.51092046,0.4952521,-0.65395355,1.5979192,0.67834294,-0.9835087,-0.23575573,-0.46517777,-0.7176744,-0.55418503,-0.53959244,-0.17061432,-0.7466325,0.11292950573827852,2.5167804821615016,3.6789441684752644,19.871963871913415,0.05965240316354142,13.534630194758156,female,twenties
6.024,2.3240371845949537,76.95462145096903,13.48736838146414,39.122130130144974,94.60613756969728,5.810092961487384,534.2796162740626,1019.7540044961113,1227.6312764646395,-357.3541,150.55042,8.613122,-1.0798078,13.4552765,1.112112,0.8328376,-4.1752377,-4.1763597,10.214172,3.6226845,-11.191228,-10.053822,108.79067,86.22917,42.218372,27.700766,21.088503,18.115532,15.771913,12.272434,13.93409,11.62775,9.653102,13.065978,10.863472,-0.007080105,-0.0024145076,0.0113921305,0.017686982,0.018072207,0.021080554,0.022407142,0.016886007,0.01112886,0.007338501,0.001532423,-0.0027644671,-0.0021476038,11.125947,8.85661,7.447538,4.8210287,3.4033947,3.6405833,2.7734456,1.9276456,2.4329202,2.0587802,1.8188243,1.8777001,1.78832,-0.043103676,-0.048424017,-0.026316637,-0.015340876,-0.010842949,-0.002195333,0.002417312,-0.0029523072,-0.0086730225,-0.012144375,-0.017160436,-0.016181111,-0.0046246774,5.2787223,3.8660882,3.685109,2.0415134,1.6742631,1.8538885,1.3846735,1.1165798,1.1965144,1.0376785,1.1042218,0.96072805,0.97481436,-1.1959412,-1.2964582,1.458941,-0.20032525,0.16890669,2.3631144,1.6719174,-0.5938375,-0.13509941,0.4792974,0.3851161,-0.26790643,-0.86367035,-0.47961697,-0.47739166,-0.49750793,0.22674812,-0.11587549,-1.1201493,0.38054103,-0.26097944,-0.37796018,0.57130504,-0.09538729,-0.35112378,-0.19318885,0.07673126953978292,11.449028126652616,11.165053205123522,60.969395595296575,0.05584787294887848,124.65841307323902,female,fifties
7.944,2.1399798590130916,52.2528960679762,10.224300770287606,40.51905295677606,70.0604593928823,4.028197381671702,862.9172823387739,2342.8893592163777,3209.398026668493,-314.6649,115.170204,-15.141184,26.967152,4.5447764,22.064445,1.6125616,8.779486,0.06733707,-2.752956,5.485759,-3.7040753,2.0549328,40.73056,28.702047,20.169231,17.545177,13.6189995,16.447773,10.026026,8.871637,8.220368,8.444599,7.021952,7.6855903,6.8282986,0.19243509,0.09384243,-0.030818364,0.0030837117,-0.00923005,0.00622086,0.0056481482,0.015304859,0.0009471586,-0.003742458,0.002524205,-0.020379065,-0.010764136,4.467819,4.4087377,3.2172313,2.6069157,2.0987728,2.1073673,1.6648386,1.4414465,1.4906573,1.5130463,1.3334045,1.4119818,1.2411131,-0.10138111,-0.055309925,0.005490858,-0.017091567,-0.0110255405,-0.0075241365,0.0021384233,0.0018411413,0.00087065186,2.2273736e-07,-0.004927914,-0.007373134,-0.00827615,2.141526,1.9253718,1.2980084,1.1280421,0.98681647,1.0908006,0.90086097,0.80134404,0.80937624,0.82755053,0.80347574,0.82295203,0.78109294,2.4879632,1.0390544,0.36691594,-0.9437375,0.89352655,-0.38922,0.0041747093,-0.47327518,1.1067076,2.503981,0.8429942,1.2352114,1.363533,-0.35708788,0.626779,-0.20293935,0.31568345,0.23749878,0.47509593,0.017584473,-0.029161094,-0.55413574,-1.1902102,-0.17210029,0.5721575,0.04909022,0.0998204326495149,5.403824564682186,9.510207626685894,56.32524113440683,0.06057669434664785,90.44404910267454,male,fifties
5.424,2.2123893805309733,87.3581138778978,13.860198569658074,76.44550209132854,106.49920311979844,3.687315634218289,892.4406698453811,1816.5719426181709,2728.2382089991374,-434.83313,101.30232,-24.7839,3.6020257,8.715548,-10.120158,2.5697508,-9.471014,-12.801354,2.996481,-5.041628,-8.055182,-2.9250739,150.41298,102.35246,50.42651,27.238272,17.803026,24.571238,15.317979,14.313878,15.257029,10.987683,10.938195,10.922109,9.861904,5.995595e-08,0.0,7.494494e-09,1.1241741e-08,7.0260877e-09,3.747247e-09,1.8736235e-09,3.747247e-09,1.1241741e-08,7.494494e-09,0.0,-3.747247e-09,7.494494e-09,14.415676,10.365586,7.6401877,4.5165977,2.726356,3.5976152,2.2144935,2.1687174,1.9031669,1.8126707,1.6717819,1.5409545,1.6163276,9.368117e-09,1.8736234e-08,1.6394205e-08,9.368117e-09,0.0,7.494494e-09,-4.2156527e-09,4.6840585e-09,-5.1524642e-09,-8.431305e-09,-5.6208704e-09,-3.747247e-09,-2.8104352e-09,6.6415305,4.438384,3.6140964,2.3055139,1.4388256,1.8015124,1.1713809,1.078535,1.0101213,0.9568231,0.93176085,0.925935,0.8059539,-1.6903298,-1.6809902,0.8285961,0.64920354,0.09458232,0.011012793,1.4948926,-0.019918203,-0.8500471,1.1533113,1.0198064,-0.6127031,0.6876042,0.13231745,0.24276318,-1.0564388,0.7059434,0.6904375,-0.67290694,0.8402515,-0.85376596,-0.6299709,0.6534925,-1.2051384,-0.629638,-0.60209334,0.07582297025031537,7.327571191752135,7.0188096452462085,26.273920391927774,0.10173617762566387,49.263688836201204,female,twenties
